Unnamed: 0,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한
2854,차지비,성남시 분당구청,3,AC완속,경기도,성남시,경기도 성남시 분당구 분당로 50실외 우측주차장,제한없음
2855,차지비,성남시 분당구청,4,AC완속,경기도,성남시,경기도 성남시 분당구 분당로 50실외 우측주차장,제한없음
2856,차지비,성남시 분당구청,5,AC완속,경기도,성남시,경기도 성남시 분당구 분당로 50실외 우측주차장,제한없음
2857,차지비,성남시 산성동 주민센터,1,AC완속,경기도,성남시,경기도 성남시 수정구 수정남로 261 주차장,제한없음
2858,차지비,성남시 삼평동주민센터,1,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로266번길 7주차장,제한없음
2859,차지비,성남시 상대원1동 주민센터,1,AC완속,경기도,성남시,경기도 성남시 중원구 둔촌대로 425주차장,제한없음
2860,차지비,성남시 상대원2동 주민센터,1,AC완속,경기도,성남시,경기도 성남시 중원구 희망로 371주차장,제한없음
2861,차지비,성남시 상대원3동 주민센터,1,AC완속,경기도,성남시,경기도 성남시 중원구 박석로 78 주차장,제한없음
2862,차지비,성남시 서현1동행정복지센터,1,AC완속,경기도,성남시,경기도 성남시 분당구 중앙공원로39번길 35 주차장,제한없음
2863,차지비,성남시 서현2동 주민센터,1,AC완속,경기도,성남시,경기도 성남시 분당구 돌마로 476번길 17주차장,제한없음
2864,차지비,성남시 성남동 행정복지센터,1,AC완속,경기도,성남시,경기도 성남시 중원구 광명로 89지하1층 주차장,제한없음
2865,차지비,성남시 성남센트럴비즈타워1차,1,AC완속,경기도,성남시,경기도 성남시 중원구 갈마치로 314지하3층 52기둥(센트럴비즈타워 1),제한없음
2866,차지비,성남시 성남센트럴비즈타워1차,2,AC완속,경기도,성남시,경기도 성남시 중원구 갈마치로 314지하3층 52기둥(센트럴비즈타워 1),제한없음
2867,차지비,성남시 성남센트럴비즈타워1차,3,AC완속,경기도,성남시,경기도 성남시 중원구 갈마치로 314지하3층 52기둥(센트럴비즈타워 1),제한없음
2868,차지비,성남시 성남센트럴비즈타워1차,4,AC완속,경기도,성남시,경기도 성남시 중원구 갈마치로 314지하3층 52기둥(센트럴비즈타워 1),제한없음
2869,차지비,성남시 성남센트럴비즈타워1차,5,AC완속,경기도,성남시,경기도 성남시 중원구 갈마치로 314지하3층 52기둥(센트럴비즈타워 1),제한없음
2870,차지비,성남시 수내1동주민센터,1,AC완속,경기도,성남시,경기도 성남시 분당구 내정로 173번길 21주차장,제한없음
2871,차지비,성남시 수정구청,1,AC완속,경기도,성남시,경기도 성남시 수정구 수정로 283 실내주차장,제한없음
2872,차지비,성남시 수정구청,2,AC완속,경기도,성남시,경기도 성남시 수정구 수정로 283 실내주차장,제한없음
2873,차지비,성남시 수정구청,3,AC완속,경기도,성남시,경기도 성남시 수정구 수정로 283 실내주차장,제한없음
2874,차지비,성남시 수정구청,4,AC완속,경기도,성남시,경기도 성남시 수정구 수정로 283 실내주차장,제한없음
2875,차지비,성남시 수정구청,5,AC완속,경기도,성남시,경기도 성남시 수정구 수정로 283 실내주차장,제한없음
2876,차지비,성남시 수정구청,6,AC완속,경기도,성남시,경기도 성남시 수정구 수정로 283 실내주차장,제한없음
2877,차지비,성남시 수정구청,7,AC완속,경기도,성남시,경기도 성남시 수정구 수정로 283 실내주차장,제한없음
2878,차지비,성남시 수정구청,8,AC완속,경기도,성남시,경기도 성남시 수정구 수정로 283 실내주차장,제한없음
2879,차지비,성남시 수진1동 주민센터,1,AC완속,경기도,성남시,경기도 성남시 수정구 탄리로 19주차장,제한없음
2880,차지비,성남시 수진2동 주민센터,1,AC완속,경기도,성남시,경기도 성남시 수정구 성남대로 1204 주차장,제한없음
2881,차지비,성남시 신흥1동 주민센터,1,AC완속,경기도,성남시,경기도 성남시 수정구 수정로 188번길 7주차장,제한없음
2882,차지비,성남시 신흥3동 주민센터,1,AC완속,경기도,성남시,경기도 성남시 수정구 공원로349번길 8,제한없음
2883,차지비,성남시 아름마을효성아파트,1,AC완속,경기도,성남시,"경기도 성남시 분당구 이매로 16P1, P2, P3, P4 각 주차장 지하1층(143 아름마을효성아파트 P1, P2, P3, P4 각 주차장 지하1층)",제한없음
2884,차지비,성남시 아름마을효성아파트,2,AC완속,경기도,성남시,"경기도 성남시 분당구 이매로 16P1, P2, P3, P4 각 주차장 지하1층(143 아름마을효성아파트 P1, P2, P3, P4 각 주차장 지하1층)",제한없음
2885,차지비,성남시 아름마을효성아파트,3,AC완속,경기도,성남시,"경기도 성남시 분당구 이매로 16P1, P2, P3, P4 각 주차장 지하1층(143 아름마을효성아파트 P1, P2, P3, P4 각 주차장 지하1층)",제한없음
2886,차지비,성남시 아름마을효성아파트,4,AC완속,경기도,성남시,"경기도 성남시 분당구 이매로 16P1, P2, P3, P4 각 주차장 지하1층(143 아름마을효성아파트 P1, P2, P3, P4 각 주차장 지하1층)",제한없음
2887,차지비,성남시 아름마을효성아파트,5,AC완속,경기도,성남시,"경기도 성남시 분당구 이매로 16P1, P2, P3, P4 각 주차장 지하1층(143 아름마을효성아파트 P1, P2, P3, P4 각 주차장 지하1층)",제한없음
2888,차지비,성남시 야탑2동행정복지센터,1,AC완속,경기도,성남시,경기도 성남시 분당구 야탑로76번길 5옥외주차장,제한없음
2889,차지비,성남시 야탑3동 주민센터,1,AC완속,경기도,성남시,경기도 성남시 분당구 야탑로167번길 12 주차장,제한없음
2890,차지비,성남시 양지동행정복지센터,1,AC완속,경기도,성남시,경기도 성남시 수정구 산성대로 483지하주차장,제한없음
2891,차지비,성남시 위례중앙타워,1,AC완속,경기도,성남시,경기도 성남시 수정구 위례광장로 300지하5층 H2기둥(창곡동 509번지),제한없음
2892,차지비,성남시 위례중앙타워,2,AC완속,경기도,성남시,경기도 성남시 수정구 위례광장로 300지하5층 H2기둥(창곡동 509번지),제한없음
2893,차지비,성남시 위례중앙타워,3,AC완속,경기도,성남시,경기도 성남시 수정구 위례광장로 300지하5층 H2기둥(창곡동 509번지),제한없음
2894,차지비,성남시 위례중앙타워,4,AC완속,경기도,성남시,경기도 성남시 수정구 위례광장로 300지하5층 H2기둥(창곡동 509번지),제한없음
2895,차지비,성남시 위례중앙타워,5,AC완속,경기도,성남시,경기도 성남시 수정구 위례광장로 300지하5층 H2기둥(창곡동 509번지),제한없음
2896,차지비,성남시 위브제니스,1,AC완속,경기도,성남시,경기도 성남시 분당구 정자일로232번길 25지하2층(15-4 위브제니스),제한없음
2897,차지비,성남시 위브제니스,2,AC완속,경기도,성남시,경기도 성남시 분당구 정자일로232번길 25지하2층(15-4 위브제니스),제한없음
2898,차지비,성남시 위브제니스,3,AC완속,경기도,성남시,경기도 성남시 분당구 정자일로232번길 25지하2층(15-4 위브제니스),제한없음
2899,차지비,성남시 위브제니스,4,AC완속,경기도,성남시,경기도 성남시 분당구 정자일로232번길 25지하2층(15-4 위브제니스),제한없음
2900,차지비,성남시 위브제니스,5,AC완속,경기도,성남시,경기도 성남시 분당구 정자일로232번길 25지하2층(15-4 위브제니스),제한없음
2901,차지비,성남시 은행1동 주민센터,1,AC완속,경기도,성남시,경기도 성남시 중원구 은행로 85주차장,제한없음
2902,차지비,성남시 은행2동 주민센터,1,AC완속,경기도,성남시,경기도 성남시 중원구 은이로 21주차장,제한없음
2903,차지비,성남시 이마트 에브리데이(서판교점),1,AC완속,경기도,성남시,경기도 성남시 분당구 운중로277번길 45 1층 주차장,제한없음
2904,차지비,성남시 이마트 에브리데이(서판교점),2,AC완속,경기도,성남시,경기도 성남시 분당구 운중로277번길 45 1층 주차장,제한없음
2905,차지비,성남시 이마트(분당점),1,AC완속,경기도,성남시,경기도 성남시 분당구 불정로 134 본관7층 D구역,제한없음
2906,차지비,성남시 이마트(분당점),2,AC완속,경기도,성남시,경기도 성남시 분당구 불정로 134 본관7층 D구역,제한없음
2907,차지비,성남시 이마트(성남점),1,AC완속,경기도,성남시,경기도 성남시 수정구 수정로 201 본관B2층 C3구역,제한없음
2908,차지비,성남시 이마트(성남점),2,AC완속,경기도,성남시,경기도 성남시 수정구 수정로 201 본관B2층 C3구역,제한없음
2909,차지비,성남시 이매촌청구아파트,1,AC완속,경기도,성남시,"경기도 성남시 분당구 양현로94번길 29603동, 611동 지하1층(123 이매촌)",제한없음
2910,차지비,성남시 이매촌청구아파트,2,AC완속,경기도,성남시,"경기도 성남시 분당구 양현로94번길 29603동, 611동 지하1층(123 이매촌)",제한없음
2911,차지비,성남시 이매촌청구아파트,3,AC완속,경기도,성남시,"경기도 성남시 분당구 양현로94번길 29603동, 611동 지하1층(123 이매촌)",제한없음
2912,차지비,성남시 이매촌청구아파트,4,AC완속,경기도,성남시,"경기도 성남시 분당구 양현로94번길 29603동, 611동 지하1층(123 이매촌)",제한없음
2913,차지비,성남시 이매촌청구아파트,5,AC완속,경기도,성남시,"경기도 성남시 분당구 양현로94번길 29603동, 611동 지하1층(123 이매촌)",제한없음
2914,차지비,성남시 정자2동 주민센터,1,AC완속,경기도,성남시,경기도 성남시 분당구 내정로 66,제한없음
2915,차지비,성남시 정자3동행정복지센터,1,AC완속,경기도,성남시,경기도 성남시 분당구 돌마로 242옥외주차장,제한없음
2916,차지비,성남시 정자동 주민센터,1,AC완속,경기도,성남시,경기도 성남시 분당구 황새울로18번길 14주차장,제한없음
2917,차지비,성남시 중앙동 주민센터,1,AC완속,경기도,성남시,경기도 성남시 중원구 광명로264번길 1 주차장,제한없음
2918,차지비,성남시 중원구보건소,1,AC완속,경기도,성남시,경기도 성남시 중원구 금상로 137지하1층 주차장,제한없음
2919,차지비,성남시 중원구청,1,AC완속,경기도,성남시,경기도 성남시 중원구 제일로 36 주차장,제한없음
2920,차지비,성남시 중원구청,2,AC완속,경기도,성남시,경기도 성남시 중원구 제일로 36 주차장,제한없음
2921,차지비,성남시 중원구청,3,AC완속,경기도,성남시,경기도 성남시 중원구 제일로 36 주차장,제한없음
2922,차지비,성남시 차량등록사업소,1,AC완속,경기도,성남시,경기도 성남시 분당구 야탑로 327 주차장,제한없음
2923,차지비,성남시 코오롱더프라우아파트,1,AC완속,경기도,성남시,경기도 성남시 분당구 정자일로 27지하1층 C6-7구역(201 코오롱더프라우아파트 지하1층 C6-7구역),제한없음
2924,차지비,성남시 코오롱더프라우아파트,2,AC완속,경기도,성남시,경기도 성남시 분당구 정자일로 27지하1층 C6-7구역(201 코오롱더프라우아파트 지하1층 C6-7구역),제한없음
2925,차지비,성남시 코오롱더프라우아파트,3,AC완속,경기도,성남시,경기도 성남시 분당구 정자일로 27지하1층 C6-7구역(201 코오롱더프라우아파트 지하1층 C6-7구역),제한없음
2926,차지비,성남시 코오롱더프라우아파트,4,AC완속,경기도,성남시,경기도 성남시 분당구 정자일로 27지하1층 C6-7구역(201 코오롱더프라우아파트 지하1층 C6-7구역),제한없음
2927,차지비,성남시 코오롱더프라우아파트,5,AC완속,경기도,성남시,경기도 성남시 분당구 정자일로 27지하1층 C6-7구역(201 코오롱더프라우아파트 지하1층 C6-7구역),제한없음
2928,차지비,성남시 태평1동 주민센터,1,AC완속,경기도,성남시,경기도 성남시 수정구 모란로 88주차장,제한없음
2929,차지비,성남시 태평2동 주민센터,1,AC완속,경기도,성남시,경기도 성남시 수정구 남문로 108 주차장,제한없음
2930,차지비,성남시 태평3동 주민센터,1,AC완속,경기도,성남시,경기도 성남시 수정구 남문로 54,제한없음
2931,차지비,성남시 태평4동 주민센터,1,AC완속,경기도,성남시,경기도 성남시 수정구 남문로 134주차장,제한없음
2932,차지비,성남시 투썬월드빌딩,1,AC완속,경기도,성남시,경기도 성남시 분당구 판교역로 221지하3층 A2기둥(삼평동 672 지하3층 A2기둥),제한없음
2933,차지비,성남시 투썬월드빌딩,2,AC완속,경기도,성남시,경기도 성남시 분당구 판교역로 221지하3층 A2기둥(삼평동 672 지하3층 A2기둥),제한없음
2934,차지비,성남시 투썬월드빌딩,3,AC완속,경기도,성남시,경기도 성남시 분당구 판교역로 221지하3층 A2기둥(삼평동 672 지하3층 A2기둥),제한없음
2935,차지비,성남시 투썬월드빌딩,4,AC완속,경기도,성남시,경기도 성남시 분당구 판교역로 221지하3층 A2기둥(삼평동 672 지하3층 A2기둥),제한없음
2936,차지비,성남시 투썬월드빌딩,5,AC완속,경기도,성남시,경기도 성남시 분당구 판교역로 221지하3층 A2기둥(삼평동 672 지하3층 A2기둥),제한없음
2937,차지비,성남시 판교알파돔시티,1,DC차데모+AC3상+DC콤보,경기도,성남시,경기도 성남시 분당구 판교역로 166(백현동 532),제한없음
2938,차지비,성남시 판교알파돔시티,2,DC차데모+AC3상+DC콤보,경기도,성남시,경기도 성남시 분당구 판교역로 166(백현동 532),제한없음
2939,차지비,성남시 판교알파돔시티,3,AC완속,경기도,성남시,경기도 성남시 분당구 판교역로 166(백현동 532),제한없음
2940,차지비,성남시 판교알파돔시티,4,AC완속,경기도,성남시,경기도 성남시 분당구 판교역로 166(백현동 532),제한없음
2941,차지비,성남시 판교알파돔시티,5,AC완속,경기도,성남시,경기도 성남시 분당구 판교역로 166(백현동 532),제한없음
2942,차지비,성남시 판교알파돔시티,6,AC완속,경기도,성남시,경기도 성남시 분당구 판교역로 166(백현동 532),제한없음
2943,차지비,성남시 평생학습관,1,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 546지하주차장,제한없음
2944,차지비,성남시 포스코ICT 판교사업소,1,DC차데모+AC3상+DC콤보,경기도,성남시,경기도 성남시 분당구 판교로 255,제한없음
2945,차지비,성남시 한국도로공사EX스마트센터,1,DC차데모+AC3상+DC콤보,경기도,성남시,경기도 성남시 수정구 창업로57번길 11지하2층(시흥동 0 지하2층),제한없음
2946,차지비,성남시 현대백화점판교점,3,DC콤보,경기도,성남시,경기도 성남시 분당구 판교역로146번길 20지하6층 G1기둥(현대백화점 판교점 지하6층 G1기둥),제한없음
2947,차지비,성남시 현대백화점판교점,5,AC완속,경기도,성남시,경기도 성남시 분당구 판교역로146번길 20지하6층 G1기둥(현대백화점 판교점 지하6층 G1기둥),제한없음
2948,차지비,성남시 현대백화점판교점,6,AC완속,경기도,성남시,경기도 성남시 분당구 판교역로146번길 20지하6층 G1기둥(현대백화점 판교점 지하6층 G1기둥),제한없음
2949,차지비,성남시 현대백화점판교점,7,AC완속,경기도,성남시,경기도 성남시 분당구 판교역로146번길 20지하6층 G1기둥(현대백화점 판교점 지하6층 G1기둥),제한없음
2950,차지비,성남시 효자촌삼환아파트,1,AC완속,경기도,성남시,경기도 성남시 분당구 불정로 361지하1층 전기실앞 D1(301 효자촌),제한없음
2951,차지비,성남시 효자촌삼환아파트,2,AC완속,경기도,성남시,경기도 성남시 분당구 불정로 361지하1층 전기실앞 D1(301 효자촌),제한없음
2952,차지비,성남시의료원,1,AC완속,경기도,성남시,경기도 성남시 수정구 수정로171번길 10지하3층 주차장 A5~A7,제한없음
2953,차지비,성남시의료원,2,AC완속,경기도,성남시,경기도 성남시 수정구 수정로171번길 10지하3층 주차장 A5~A7,제한없음
2954,차지비,성남시의료원,3,AC완속,경기도,성남시,경기도 성남시 수정구 수정로171번길 10지하3층 주차장 A5~A7,제한없음
2955,차지비,성남시의료원,4,AC완속,경기도,성남시,경기도 성남시 수정구 수정로171번길 10지하3층 주차장 A5~A7,제한없음
2956,차지비,성남시의료원,5,AC완속,경기도,성남시,경기도 성남시 수정구 수정로171번길 10지하3층 주차장 A5~A7,제한없음
2957,차지비,성남우림라이온스밸리1차,1,AC완속,경기도,성남시,경기도 성남시 중원구 둔촌대로457번길 27성남우림라이온스밸리 지하2층 기둥 B2-06(상대원동 311-3),제한없음
2958,차지비,성남우림라이온스밸리1차,2,AC완속,경기도,성남시,경기도 성남시 중원구 둔촌대로457번길 27성남우림라이온스밸리 지하2층 기둥 B2-06(상대원동 311-3),제한없음
2959,차지비,성남우림라이온스밸리1차,3,AC완속,경기도,성남시,경기도 성남시 중원구 둔촌대로457번길 27성남우림라이온스밸리 지하2층 기둥 B2-06(상대원동 311-3),제한없음
2960,차지비,성남우림라이온스밸리1차,4,AC완속,경기도,성남시,경기도 성남시 중원구 둔촌대로457번길 27성남우림라이온스밸리 지하2층 기둥 B2-06(상대원동 311-3),제한없음
2961,차지비,성남우림라이온스밸리1차,5,AC완속,경기도,성남시,경기도 성남시 중원구 둔촌대로457번길 27성남우림라이온스밸리 지하2층 기둥 B2-06(상대원동 311-3),제한없음
2962,차지비,성남우림라이온스밸리2차아파트,1,AC완속,경기도,성남시,경기도 성남시 중원구 사기막골로45번길 14(상대원동)성남 우림 라이온스밸리 3F 04(주차장),제한없음
2963,차지비,성남우림라이온스밸리2차아파트,2,AC완속,경기도,성남시,경기도 성남시 중원구 사기막골로45번길 14(상대원동)성남 우림 라이온스밸리 3F 04(주차장),제한없음
2964,차지비,성남우림라이온스밸리2차아파트,3,AC완속,경기도,성남시,경기도 성남시 중원구 사기막골로45번길 14(상대원동)성남 우림 라이온스밸리 3F 04(주차장),제한없음
2965,차지비,성남우림라이온스밸리2차아파트,4,AC완속,경기도,성남시,경기도 성남시 중원구 사기막골로45번길 14(상대원동)성남 우림 라이온스밸리 3F 04(주차장),제한없음
2966,차지비,성남우림라이온스밸리2차아파트,5,AC완속,경기도,성남시,경기도 성남시 중원구 사기막골로45번길 14(상대원동)성남 우림 라이온스밸리 3F 04(주차장),제한없음
2967,차지비,성남우림라이온스밸리2차아파트,6,AC완속,경기도,성남시,경기도 성남시 중원구 사기막골로45번길 14(상대원동)성남 우림 라이온스밸리 3F 04(주차장),제한없음
2968,차지비,성산마을카운티스,1,AC완속,경기도,용인시,경기도 용인시 기흥구 동백2로 1081층 주차장 내 휴게실 문 앞,제한없음
2969,차지비,성산마을카운티스,2,AC완속,경기도,용인시,경기도 용인시 기흥구 동백2로 1081층 주차장 내 휴게실 문 앞,제한없음
2970,차지비,세류성원아파트,1,AC완속,경기도,수원시,"경기도 수원시 권선구 정조로 618 (세류동, 성원아파트)관리사무소 옆, 102동 B1,B2,  101동 B1",제한없음
2971,차지비,세류성원아파트,2,AC완속,경기도,수원시,"경기도 수원시 권선구 정조로 618 (세류동, 성원아파트)관리사무소 옆, 102동 B1,B2,  101동 B1",제한없음
2972,차지비,세류성원아파트,3,AC완속,경기도,수원시,"경기도 수원시 권선구 정조로 618 (세류동, 성원아파트)관리사무소 옆, 102동 B1,B2,  101동 B1",제한없음
2973,차지비,세류성원아파트,4,AC완속,경기도,수원시,"경기도 수원시 권선구 정조로 618 (세류동, 성원아파트)관리사무소 옆, 102동 B1,B2,  101동 B1",제한없음
2974,차지비,세류성원아파트,5,AC완속,경기도,수원시,"경기도 수원시 권선구 정조로 618 (세류동, 성원아파트)관리사무소 옆, 102동 B1,B2,  101동 B1",제한없음
2975,차지비,세류성원아파트,6,AC완속,경기도,수원시,"경기도 수원시 권선구 정조로 618 (세류동, 성원아파트)관리사무소 옆, 102동 B1,B2,  101동 B1",제한없음
2976,차지비,세류성원아파트,7,AC완속,경기도,수원시,"경기도 수원시 권선구 정조로 618 (세류동, 성원아파트)관리사무소 옆, 102동 B1,B2,  101동 B1",제한없음
2977,차지비,센타프라자,1,AC완속,경기도,파주시,경기도 파주시 청석로 272지하3층 전기실 옆,제한없음
2978,차지비,센트럴파크리움,1,AC완속,경기도,파주시,경기도 파주시 경의로 1050b4 전기실 옆,제한없음
2979,차지비,센트럴파크리움,2,AC완속,경기도,파주시,경기도 파주시 경의로 1050b4 전기실 옆,제한없음
2980,차지비,소만2신안아파트,1,AC완속,경기도,고양시,경기도 고양시 덕양구 충경로 142202동 지하,제한없음
2981,차지비,소사주공1단지아파트,1,AC완속,경기도,부천시,"경기도 부천시 소사로78번길 70 (소사본동, 소사주공1단지아파트) 104동~114동,상가",제한없음
2982,차지비,소사주공1단지아파트,2,AC완속,경기도,부천시,"경기도 부천시 소사로78번길 70 (소사본동, 소사주공1단지아파트) 104동~114동,상가",제한없음
2983,차지비,소사주공1단지아파트,3,AC완속,경기도,부천시,"경기도 부천시 소사로78번길 70 (소사본동, 소사주공1단지아파트) 104동~114동,상가",제한없음
2984,차지비,소사주공1단지아파트,4,AC완속,경기도,부천시,"경기도 부천시 소사로78번길 70 (소사본동, 소사주공1단지아파트) 104동~114동,상가",제한없음
2985,차지비,소하동개운고층아파트,1,AC완속,경기도,광명시,"경기도 광명시 오리로397번길 18 (소하동, 개운아파트)지하주차장",제한없음
2986,차지비,소하동금호어울림아파트,1,AC완속,경기도,광명시,"경기도 광명시 하안로 154 (소하동, 금호어울림아파트)(1273 (금호어울림아파트))",제한없음
2987,차지비,소하동금호어울림아파트,2,AC완속,경기도,광명시,"경기도 광명시 하안로 154 (소하동, 금호어울림아파트)(1273 (금호어울림아파트))",제한없음
2988,차지비,솔트베이골프클럽(솔트베이GC),1,AC완속,경기도,시흥시,경기도 시흥시 마유로 987 (장곡동)(장곡동 724-2),제한없음
2989,차지비,솔트베이골프클럽(솔트베이GC),2,AC완속,경기도,시흥시,경기도 시흥시 마유로 987 (장곡동)(장곡동 724-2),제한없음
2990,차지비,송내아이파크입대위,1,AC완속,경기도,동두천시,"경기도 동두천시 강변로 160 (송내동, 송내아이파크)송내아이파크",제한없음
2991,차지비,송내아이파크입대위,2,AC완속,경기도,동두천시,"경기도 동두천시 강변로 160 (송내동, 송내아이파크)송내아이파크",제한없음
2992,차지비,송내아이파크입대위,3,AC완속,경기도,동두천시,"경기도 동두천시 강변로 160 (송내동, 송내아이파크)송내아이파크",제한없음
2993,차지비,송정동양아파트,1,AC완속,경기도,이천시,"경기도 이천시 증신로 309(송정동, 동양아파트) 동양아파트 제2지하주차장",제한없음
2994,차지비,송정동양아파트,2,AC완속,경기도,이천시,"경기도 이천시 증신로 309(송정동, 동양아파트) 동양아파트 제2지하주차장",제한없음
2995,차지비,송죽동희훈루체팰리스아파트,1,AC완속,경기도,수원시,"경기도 수원시 장안구 경수대로994번길 46 (송죽동, 희훈루체팰리스아파트)(513 (희훈루체팰리스아파트))",제한없음
2996,차지비,수원매탄임광아파트,1,AC완속,경기도,수원시,경기도 수원시 영통구 동수원로 316 (매탄동     임광아파트),제한없음
2997,차지비,수원매탄임광아파트,2,AC완속,경기도,수원시,경기도 수원시 영통구 동수원로 316 (매탄동     임광아파트),제한없음
2998,차지비,수원매탄임광아파트,3,AC완속,경기도,수원시,경기도 수원시 영통구 동수원로 316 (매탄동     임광아파트),제한없음
2999,차지비,수원매탄임광아파트,4,AC완속,경기도,수원시,경기도 수원시 영통구 동수원로 316 (매탄동     임광아파트),제한없음
3000,차지비,수원벤처밸리2,1,AC완속,경기도,수원시,"경기도 수원시 권선구 산업로156번길 142-10 (고색동, 수원벤처밸리∥)(1152 (수원벤처밸리∥))",제한없음
3001,차지비,수원벤처밸리2,2,AC완속,경기도,수원시,"경기도 수원시 권선구 산업로156번길 142-10 (고색동, 수원벤처밸리∥)(1152 (수원벤처밸리∥))",제한없음
3002,차지비,수원벤처밸리2,3,AC완속,경기도,수원시,"경기도 수원시 권선구 산업로156번길 142-10 (고색동, 수원벤처밸리∥)(1152 (수원벤처밸리∥))",제한없음
3003,차지비,수원벤처밸리2,4,AC완속,경기도,수원시,"경기도 수원시 권선구 산업로156번길 142-10 (고색동, 수원벤처밸리∥)(1152 (수원벤처밸리∥))",제한없음
3004,차지비,수원벤처밸리2,5,AC완속,경기도,수원시,"경기도 수원시 권선구 산업로156번길 142-10 (고색동, 수원벤처밸리∥)(1152 (수원벤처밸리∥))",제한없음
3005,차지비,수원시 고등동주민센터,1,AC완속,경기도,수원시,경기도 수원시 팔달구 고등로 37지하1층(153-1 고등동주민센터),제한없음
3006,차지비,수원시 곡반정아이파크,1,AC완속,경기도,수원시,"경기도 수원시 권선구 곡선로50번길 48109동 지하1층/지하2층 18기둥, 102동 지하1층/지하2층 02기둥(현대 아이파크 109동 지하1층/지하2층 18기둥, 102동 지하1층/지하2층 02기둥)",제한없음
3007,차지비,수원시 곡반정아이파크,2,AC완속,경기도,수원시,"경기도 수원시 권선구 곡선로50번길 48109동 지하1층/지하2층 18기둥, 102동 지하1층/지하2층 02기둥(현대 아이파크 109동 지하1층/지하2층 18기둥, 102동 지하1층/지하2층 02기둥)",제한없음
3008,차지비,수원시 곡반정아이파크,3,AC완속,경기도,수원시,"경기도 수원시 권선구 곡선로50번길 48109동 지하1층/지하2층 18기둥, 102동 지하1층/지하2층 02기둥(현대 아이파크 109동 지하1층/지하2층 18기둥, 102동 지하1층/지하2층 02기둥)",제한없음
3009,차지비,수원시 곡반정아이파크,4,AC완속,경기도,수원시,"경기도 수원시 권선구 곡선로50번길 48109동 지하1층/지하2층 18기둥, 102동 지하1층/지하2층 02기둥(현대 아이파크 109동 지하1층/지하2층 18기둥, 102동 지하1층/지하2층 02기둥)",제한없음
3010,차지비,수원시 곡반정아이파크,5,AC완속,경기도,수원시,"경기도 수원시 권선구 곡선로50번길 48109동 지하1층/지하2층 18기둥, 102동 지하1층/지하2층 02기둥(현대 아이파크 109동 지하1층/지하2층 18기둥, 102동 지하1층/지하2층 02기둥)",제한없음
3011,차지비,수원시 곡선동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 권선구 동수원로146번길 174 주차장,제한없음
3012,차지비,수원시 광교1동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 영통구 도청로89번길 20 주차장,제한없음
3013,차지비,수원시 광교2동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 영통구 법조로149번길 155 주차장,제한없음
3014,차지비,수원시 광교SK뷰레이크타워,1,AC완속,경기도,수원시,"경기도 수원시 영통구 법조로 25상가B2,오피스텔B2,오피스B3,B4",제한없음
3015,차지비,수원시 광교SK뷰레이크타워,2,AC완속,경기도,수원시,"경기도 수원시 영통구 법조로 25상가B2,오피스텔B2,오피스B3,B4",제한없음
3016,차지비,수원시 광교SK뷰레이크타워,3,AC완속,경기도,수원시,"경기도 수원시 영통구 법조로 25상가B2,오피스텔B2,오피스B3,B4",제한없음
3017,차지비,수원시 광교SK뷰레이크타워,4,AC완속,경기도,수원시,"경기도 수원시 영통구 법조로 25상가B2,오피스텔B2,오피스B3,B4",제한없음
3018,차지비,수원시 광교SK뷰레이크타워,5,AC완속,경기도,수원시,"경기도 수원시 영통구 법조로 25상가B2,오피스텔B2,오피스B3,B4",제한없음
3019,차지비,수원시 광교SK뷰레이크타워,6,AC완속,경기도,수원시,"경기도 수원시 영통구 법조로 25상가B2,오피스텔B2,오피스B3,B4",제한없음
3020,차지비,수원시 광교SK뷰레이크타워,7,AC완속,경기도,수원시,"경기도 수원시 영통구 법조로 25상가B2,오피스텔B2,오피스B3,B4",제한없음
3021,차지비,수원시 광교SK뷰레이크타워,8,AC완속,경기도,수원시,"경기도 수원시 영통구 법조로 25상가B2,오피스텔B2,오피스B3,B4",제한없음
3022,차지비,수원시 광교SK뷰레이크타워,9,AC완속,경기도,수원시,"경기도 수원시 영통구 법조로 25상가B2,오피스텔B2,오피스B3,B4",제한없음
3023,차지비,수원시 광교해모로아파트,1,AC완속,경기도,수원시,경기도 수원시 영통구 광교로 2868006동 지하2층(해모로 아파트),제한없음
3024,차지비,수원시 광교해모로아파트,2,AC완속,경기도,수원시,경기도 수원시 영통구 광교로 2868006동 지하2층(해모로 아파트),제한없음
3025,차지비,수원시 구운동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 권선구 구운로47번길 57-33 주차장,제한없음
3026,차지비,수원시 권선1동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 권선구 경수대로352번길 29 주차장,제한없음
3027,차지비,수원시 권선2동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 권선구 권중로 85 주차장,제한없음
3028,차지비,수원시 금곡동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 권선구 금곡로196번길 20 주차장,제한없음
