Unnamed: 0,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한
3029,차지비,수원시 도이치오토월드,1,AC완속,경기도,수원시,"경기도 수원시 권선구 권선로 308-5지상4층, 옥상(고색동 1191 지상4층, 옥상)",제한없음
3030,차지비,수원시 도이치오토월드,2,AC완속,경기도,수원시,"경기도 수원시 권선구 권선로 308-5지상4층, 옥상(고색동 1191 지상4층, 옥상)",제한없음
3031,차지비,수원시 도이치오토월드,3,AC완속,경기도,수원시,"경기도 수원시 권선구 권선로 308-5지상4층, 옥상(고색동 1191 지상4층, 옥상)",제한없음
3032,차지비,수원시 도이치오토월드,4,DC차데모+AC3상+DC콤보,경기도,수원시,"경기도 수원시 권선구 권선로 308-5지상4층, 옥상(고색동 1191 지상4층, 옥상)",제한없음
3033,차지비,수원시 도이치오토월드,5,DC차데모+AC3상+DC콤보,경기도,수원시,"경기도 수원시 권선구 권선로 308-5지상4층, 옥상(고색동 1191 지상4층, 옥상)",제한없음
3034,차지비,수원시 도이치오토월드,6,AC완속,경기도,수원시,"경기도 수원시 권선구 권선로 308-5지상4층, 옥상(고색동 1191 지상4층, 옥상)",제한없음
3035,차지비,수원시 도이치오토월드,7,AC완속,경기도,수원시,"경기도 수원시 권선구 권선로 308-5지상4층, 옥상(고색동 1191 지상4층, 옥상)",제한없음
3036,차지비,수원시 도이치오토월드,8,AC완속,경기도,수원시,"경기도 수원시 권선구 권선로 308-5지상4층, 옥상(고색동 1191 지상4층, 옥상)",제한없음
3037,차지비,수원시 동수원쌍용스윗닷홈3차,1,AC완속,경기도,수원시,경기도 수원시 영통구 태장로7번길 38지하1층 302동 주출입구 앞(700 쌍용3차아파트),제한없음
3038,차지비,수원시 동수원쌍용스윗닷홈3차,2,AC완속,경기도,수원시,경기도 수원시 영통구 태장로7번길 38지하1층 302동 주출입구 앞(700 쌍용3차아파트),제한없음
3039,차지비,수원시 동수원쌍용스윗닷홈3차,3,AC완속,경기도,수원시,경기도 수원시 영통구 태장로7번길 38지하1층 302동 주출입구 앞(700 쌍용3차아파트),제한없음
3040,차지비,수원시 동수원쌍용스윗닷홈3차,4,AC완속,경기도,수원시,경기도 수원시 영통구 태장로7번길 38지하1층 302동 주출입구 앞(700 쌍용3차아파트),제한없음
3041,차지비,수원시 동수원쌍용스윗닷홈3차,5,AC완속,경기도,수원시,경기도 수원시 영통구 태장로7번길 38지하1층 302동 주출입구 앞(700 쌍용3차아파트),제한없음
3042,차지비,수원시 망포2동주민센터,1,AC완속,경기도,수원시,경기도 수원시 영통구 태장로54번길 10 주차장,제한없음
3043,차지비,수원시 매교동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 팔달구 정조로715번길 17,제한없음
3044,차지비,수원시 매탄1동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 영통구 인계로189번길 119 주차장,제한없음
3045,차지비,수원시 매탄2동주민센터,1,AC완속,경기도,수원시,경기도 수원시 영통구 매영로39번길 21(198-99 매탄2동주민센터),제한없음
3046,차지비,수원시 매탄3동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 영통구 동탄원천로881번길 76 주차장,제한없음
3047,차지비,수원시 매탄3동 주민센터,2,AC완속,경기도,수원시,경기도 수원시 영통구 동탄원천로881번길 76 주차장,제한없음
3048,차지비,수원시 매탄4동 행정복지센터,1,AC완속,경기도,수원시,경기도 수원시 영통구 산남로 26-4 주차장,제한없음
3049,차지비,수원시 벽적골주공8단지,1,AC완속,경기도,수원시,"경기도 수원시 영통구 영통로290번길 261주차장 지하1층 A01기둥, 2주차장 지하1층 B06기둥(벽적골주공 휴먼시아8단지)",제한없음
3050,차지비,수원시 벽적골주공8단지,2,AC완속,경기도,수원시,"경기도 수원시 영통구 영통로290번길 261주차장 지하1층 A01기둥, 2주차장 지하1층 B06기둥(벽적골주공 휴먼시아8단지)",제한없음
3051,차지비,수원시 벽적골주공8단지,3,AC완속,경기도,수원시,"경기도 수원시 영통구 영통로290번길 261주차장 지하1층 A01기둥, 2주차장 지하1층 B06기둥(벽적골주공 휴먼시아8단지)",제한없음
3052,차지비,수원시 벽적골주공8단지,4,AC완속,경기도,수원시,"경기도 수원시 영통구 영통로290번길 261주차장 지하1층 A01기둥, 2주차장 지하1층 B06기둥(벽적골주공 휴먼시아8단지)",제한없음
3053,차지비,수원시 벽적골주공8단지,5,AC완속,경기도,수원시,"경기도 수원시 영통구 영통로290번길 261주차장 지하1층 A01기둥, 2주차장 지하1층 B06기둥(벽적골주공 휴먼시아8단지)",제한없음
3054,차지비,수원시 서둔동행정복지센터,1,AC완속,경기도,수원시,경기도 수원시 권선구 서호로 146,제한없음
3055,차지비,수원시 성균관대학교 자연과학캠퍼스,1,AC완속,경기도,수원시,"경기도 수원시 장안구 서부로 2066실내체육관앞 1F주차장 6대, 나노센터 B2주차장 2대 ",제한없음
3056,차지비,수원시 성균관대학교 자연과학캠퍼스,2,AC완속,경기도,수원시,"경기도 수원시 장안구 서부로 2066실내체육관앞 1F주차장 6대, 나노센터 B2주차장 2대 ",제한없음
3057,차지비,수원시 성균관대학교 자연과학캠퍼스,3,AC완속,경기도,수원시,"경기도 수원시 장안구 서부로 2066실내체육관앞 1F주차장 6대, 나노센터 B2주차장 2대 ",제한없음
3058,차지비,수원시 성균관대학교 자연과학캠퍼스,4,AC완속,경기도,수원시,"경기도 수원시 장안구 서부로 2066실내체육관앞 1F주차장 6대, 나노센터 B2주차장 2대 ",제한없음
3059,차지비,수원시 성균관대학교 자연과학캠퍼스,5,AC완속,경기도,수원시,"경기도 수원시 장안구 서부로 2066실내체육관앞 1F주차장 6대, 나노센터 B2주차장 2대 ",제한없음
3060,차지비,수원시 성균관대학교 자연과학캠퍼스,6,AC완속,경기도,수원시,"경기도 수원시 장안구 서부로 2066실내체육관앞 1F주차장 6대, 나노센터 B2주차장 2대 ",제한없음
3061,차지비,수원시 성균관대학교 자연과학캠퍼스,7,AC완속,경기도,수원시,"경기도 수원시 장안구 서부로 2066실내체육관앞 1F주차장 6대, 나노센터 B2주차장 2대 ",제한없음
3062,차지비,수원시 성균관대학교 자연과학캠퍼스,8,AC완속,경기도,수원시,"경기도 수원시 장안구 서부로 2066실내체육관앞 1F주차장 6대, 나노센터 B2주차장 2대 ",제한없음
3063,차지비,수원시 세류1동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 권선구 세류로38번길 10 주차장,제한없음
3064,차지비,수원시 세류2동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 권선구 덕영대로 1107 주차장,제한없음
3065,차지비,수원시 세류3동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 권선구 정조로 557 주차장,제한없음
3066,차지비,수원시 센트럴타워,1,AC완속,경기도,수원시,경기도 수원시 영통구 영통로 136지하1층(386 센트럴타워 지하1층),제한없음
3067,차지비,수원시 센트럴타워,2,AC완속,경기도,수원시,경기도 수원시 영통구 영통로 136지하1층(386 센트럴타워 지하1층),제한없음
3068,차지비,수원시 송죽동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 장안구 송원로41번길 16-21 주차장,제한없음
3069,차지비,수원시 수원상공회의소,1,AC완속,경기도,수원시,경기도 수원시 장안구 수성로 311주차타워 1층(80-17 수원상공회의소 주차타워 1층),제한없음
3070,차지비,수원시 아주대학교병원,1,AC완속,경기도,수원시,경기도 수원시 영통구 월드컵로 164제1주차빌딩 2층 A구역(산26-6 아주대학병원 제1주차빌딩 2층 A구역),제한없음
3071,차지비,수원시 아주대학교병원,2,AC완속,경기도,수원시,경기도 수원시 영통구 월드컵로 164제1주차빌딩 2층 A구역(산26-6 아주대학병원 제1주차빌딩 2층 A구역),제한없음
3072,차지비,수원시 연무동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 장안구 경수대로 757 주차장,제한없음
3073,차지비,수원시 영조아름다운나날2단지,1,AC완속,경기도,수원시,"경기도 수원시 권선구 서수원로 161-12201동, 202동, 203동, 101동,102동 지하1층(960 영조아름다운나날2단지 201동, 202동, 203동, 101동,102동 지하1층)",제한없음
3074,차지비,수원시 영조아름다운나날2단지,2,AC완속,경기도,수원시,"경기도 수원시 권선구 서수원로 161-12201동, 202동, 203동, 101동,102동 지하1층(960 영조아름다운나날2단지 201동, 202동, 203동, 101동,102동 지하1층)",제한없음
3075,차지비,수원시 영조아름다운나날2단지,3,AC완속,경기도,수원시,"경기도 수원시 권선구 서수원로 161-12201동, 202동, 203동, 101동,102동 지하1층(960 영조아름다운나날2단지 201동, 202동, 203동, 101동,102동 지하1층)",제한없음
3076,차지비,수원시 영조아름다운나날2단지,4,AC완속,경기도,수원시,"경기도 수원시 권선구 서수원로 161-12201동, 202동, 203동, 101동,102동 지하1층(960 영조아름다운나날2단지 201동, 202동, 203동, 101동,102동 지하1층)",제한없음
3077,차지비,수원시 영조아름다운나날2단지,5,AC완속,경기도,수원시,"경기도 수원시 권선구 서수원로 161-12201동, 202동, 203동, 101동,102동 지하1층(960 영조아름다운나날2단지 201동, 202동, 203동, 101동,102동 지하1층)",제한없음
3078,차지비,수원시 영조아름다운나날2단지,6,AC완속,경기도,수원시,"경기도 수원시 권선구 서수원로 161-12201동, 202동, 203동, 101동,102동 지하1층(960 영조아름다운나날2단지 201동, 202동, 203동, 101동,102동 지하1층)",제한없음
3079,차지비,수원시 영조아름다운나날2단지,7,AC완속,경기도,수원시,"경기도 수원시 권선구 서수원로 161-12201동, 202동, 203동, 101동,102동 지하1층(960 영조아름다운나날2단지 201동, 202동, 203동, 101동,102동 지하1층)",제한없음
3080,차지비,수원시 영통1동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 영통구 봉영로1759번길 23 주차장,제한없음
3081,차지비,수원시 영통2동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 영통구 영통로217번길 12 주차장,제한없음
3082,차지비,수원시 우만1동 행정복지센터,1,AC완속,경기도,수원시,경기도 수원시 팔달구 세지로 406 주차장,제한없음
3083,차지비,수원시 우만2동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 팔달구 중부대로207번길 33 주차장,제한없음
3084,차지비,수원시 원천동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 영통구 중부대로 339 주차장,제한없음
3085,차지비,수원시 율천동 주민센터,1,AC완속,경기도,수원시,경기도 수원시 장안구 서부로2106번길 27 주차장,제한없음
3086,차지비,수원시 이마트(광교점),1,AC완속,경기도,수원시,경기도 수원시 영통구 광교로 191 3층 주차장 J-4구역,제한없음
3087,차지비,수원시 이마트(광교점),2,AC완속,경기도,수원시,경기도 수원시 영통구 광교로 191 3층 주차장 J-4구역,제한없음
3088,차지비,수원시 이마트(서수원점),1,AC완속,경기도,수원시,경기도 수원시 권선구 수인로 291 본관B1층 C12구역,제한없음
3089,차지비,수원시 이마트TR(수원점),1,AC완속,경기도,수원시,경기도 수원시 영통구 삼성로2 본관3층 C구역,제한없음
3090,차지비,수원시 이마트TR(수원점),2,AC완속,경기도,수원시,경기도 수원시 영통구 삼성로2 본관3층 C구역,제한없음
3091,차지비,수원시 이편한세상영통2차1단지,1,AC완속,경기도,수원시,"경기도 수원시 영통구 봉영로 1410-17지하1층 24기둥, 102동 지하1층 19기둥(영통2차 1단지)",제한없음
3092,차지비,수원시 이편한세상영통2차1단지,2,AC완속,경기도,수원시,"경기도 수원시 영통구 봉영로 1410-17지하1층 24기둥, 102동 지하1층 19기둥(영통2차 1단지)",제한없음
3093,차지비,수원시 인계수정아파트,1,AC완속,경기도,수원시,경기도 수원시 팔달구 장다리로306번길 45B1(303-3 수정아파트 B1),제한없음
3094,차지비,수원시 인계수정아파트,2,AC완속,경기도,수원시,경기도 수원시 팔달구 장다리로306번길 45B1(303-3 수정아파트 B1),제한없음
